Group	PFAM_PROPHANE	PFAM_MANTIS	KO_MANTIS	KO_MANTIS_CONSENSUS	GP_DB1UniProt_S03	GP_DB1UniProt_S05	GP_DB1UniProt_S07	GP_DB1UniProt_S11	GP_DB1UniProt_S08	GP_DB1UniProt_S14	MPA_DB1UniProt_S03	MPA_DB1UniProt_S05	MPA_DB1UniProt_S07	MPA_DB1UniProt_S11	MPA_DB1UniProt_S08	MPA_DB1UniProt_S14	MQ_DB1UniProt_S03	MQ_DB1UniProt_S05	MQ_DB1UniProt_S07	MQ_DB1UniProt_S11	MQ_DB1UniProt_S08	MQ_DB1UniProt_S14	PD_DB1UniProt_S03	PD_DB1UniProt_S05	PD_DB1UniProt_S07	PD_DB1UniProt_S11	PD_DB1UniProt_S08	PD_DB1UniProt_S14
F9UPV0	PF01966;		K00937;K01092;K00951;K01754;K01139;K00003;K00058;K01752;K21138;	K01139	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
B0MHD0	PF12804;		K15257;K04042;K00973;	K00973	1.0	2.0	0.0	2.0	5.0	2.0	1.0	1.0	0.0	2.0	5.0	1.0	2.0	3.0	0.0	3.0	4.0	0.0	1.0	2.0	0.0	2.0	5.0	1.0
B0MHD1	PF04321;		K01710;	K01710	10.0	19.0	1.0	10.0	6.0	6.0	10.0	16.0	0.0	10.0	7.0	2.0	9.0	12.0	0.0	9.0	6.0	6.0	9.0	17.0	1.0	9.0	6.0	3.0
P0AA39	-;		K06180;K06969;K06175;K06177;K06179;	K06179	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHB9	unclassified;				0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
B0MHC4	unclassified;		K12063;K09014;K03465;K02470;K17680;K02316;K21636;K01007;K02117;K02337;K02314;K06217;K08678;K15125;K14415;K07180;K02343;K03553;K01494;K00526;K00524;K00525;K01710;K01952;K02469;		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHC5	unclassified;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UPU2	-;	PF02588;			0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P07363	PF09078;	PF02895;	K03407;	K03407	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
B0MHC1	unclassified;				0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P0AA04	-;	PF00381;	K02784;	K02784	5.0	6.0	0.0	6.0	2.0	4.0	5.0	4.0	0.0	5.0	1.0	1.0	5.0	2.0	0.0	2.0	6.0	8.0	5.0	6.0	0.0	5.0	1.0	1.0
B0MHB1	-;	PF00687;	K02863;	K02863	27.0	36.0	13.0	32.0	33.0	22.0	26.0	21.0	10.0	29.0	23.0	6.0	22.0	35.0	24.0	35.0	22.0	19.0	40.0	40.0	12.0	25.0	42.0	10.0
P46923	PF18364;	PF01568;PF03264;PF00384;	K07812;	K07812	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
B0MHB3	unclassified;				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0
F9UPX5	-;		K03740;	K03740	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHB8	unclassified;				1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UQ93	PF00676;		K21417;K11381;K00161;K21416;	K11381	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UPX0	unclassified;				0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UQ91	PF13533;		K00382;K00627;K01911;	K00627	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0AA10	-;	PF00572;	K02871;	K02871	27.0	29.0	18.0	59.0	24.0	14.0	23.0	18.0	12.0	43.0	22.0	4.0	19.0	22.0	38.0	41.0	22.0	11.0	35.0	32.0	20.0	70.0	27.0	6.0
P08660	-;		K00928;K12398;	K00928	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
B0MHB0	-;	PF00298;	K02867;	K02867	7.0	7.0	6.0	21.0	10.0	18.0	4.0	3.0	4.0	21.0	6.0	4.0	6.0	5.0	10.0	17.0	10.0	12.0	9.0	8.0	7.0	31.0	15.0	9.0
P33602	-;	PF01568;PF04879;PF00329;PF00507;PF10588;PF10589;PF10531;PF00361;PF00384;PF00111;PF00420;PF00662;PF01257;PF00146;PF01058;PF00037;PF00499;PF01512;PF00346;	K00123;K00184;K18332;K00302;K00335;K18006;K00336;		1.0	2.0	0.0	6.0	1.0	2.0	1.0	2.0	0.0	3.0	3.0	1.0	4.0	0.0	0.0	6.0	4.0	5.0	1.0	3.0	0.0	5.0	7.0	0.0
P0AA16	-;		K07659;	K07659	1.0	4.0	0.0	5.0	2.0	0.0	1.0	3.0	0.0	3.0	2.0	0.0	0.0	6.0	0.0	3.0	2.0	0.0	0.0	3.0	0.0	4.0	2.0	0.0
B0MHA0	-;		K22293;	K22293	1.0	1.0	2.0	2.0	2.0	4.0	1.0	0.0	0.0	2.0	1.0	1.0	2.0	2.0	6.0	6.0	4.0	0.0	1.0	1.0	2.0	5.0	3.0	1.0
B0MHA1	PF03323;	PF03323;	K06310;	K06310	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UQ85	-;				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P19319	-;	PF14710;	K00370;	K00370	3.0	5.0	0.0	9.0	0.0	3.0	3.0	1.0	0.0	9.0	0.0	0.0	6.0	6.0	0.0	9.0	0.0	1.0	3.0	2.0	0.0	9.0	0.0	0.0
F9UPW1	unclassified;				0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MHA7	-;		K02913;	K02913	3.0	2.0	0.0	4.0	2.0	0.0	2.0	1.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	4.0	2.0	0.0	1.0	1.0	0.0	3.0	2.0	0.0
F9UPR8	-;				3.0	1.0	1.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UPR9	-;				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P07395	-;		K01890;K01889;	K01890	5.0	10.0	0.0	9.0	1.0	19.0	5.0	10.0	0.0	8.0	1.0	8.0	9.0	13.0	0.0	13.0	2.0	13.0	4.0	10.0	0.0	8.0	2.0	6.0
P0AA78	-;	PF07690;	K08191;	K08191	1.0	3.0	0.0	5.0	2.0	5.0	0.0	1.0	1.0	5.0	2.0	1.0	0.0	0.0	0.0	8.0	2.0	7.0	0.0	1.0	0.0	4.0	2.0	2.0
P33666	unclassified;		K12685;K12516;K12686;K12678;K12688;K18195;K19231;K06972;K20276;K01119;K07004;K07279;K21449;K01337;K07666;	K12516	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0
P33667	-;		K06917;	K06917	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UPQ3	PF00702;		K16017;K18979;K00817;K11777;K01091;K05967;K01243;K22292;K01560;K07025;K07058;K20862;K20881;K13292;K06864;K06019;K08723;	K01091	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P33650	-;	PF07670;PF07664;PF02421;			1.0	1.0	1.0	2.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
F9UQ52	-;		K02473;	K02473	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UQ51	PF02397;		K13012;K16566;K07011;K15915;K16707;K13656;K19428;K02851;K01784;K05946;K03606;K20997;K00996;K21303;	K20997	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
P0AA53	-;				1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
B0MHF0	-;	PF03144;	K02890;K04040;K00236;K02358;	K02358	259.0	417.0	36.0	274.0	88.0	208.0	193.0	299.0	32.0	242.0	53.0	143.0	147.0	280.0	58.0	161.0	49.0	78.0	257.0	402.0	39.0	242.0	89.0	150.0
B0MHF4	PF00392;		K03710;	K03710	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UQ47	PF10111;		K12992;K19423;	K19423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UQ48	unclassified;				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P33643	-;		K06180;K06969;K06175;K06177;K06179;	K06180	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
B0MHE4	-;	PF00542;	K02935;K12182;K13577;K02863;	K02935	27.0	35.0	4.0	35.0	10.0	0.0	20.0	22.0	2.0	16.0	9.0	0.0	19.0	25.0	6.0	17.0	12.0	0.0	19.0	30.0	5.0	33.0	12.0	0.0
B0MHE5	PF04563;	PF10385;PF04560;PF04565;PF04563;PF00562;	K03043;K13797;	K03043	17.0	24.0	3.0	83.0	27.0	0.0	15.0	19.0	3.0	60.0	21.0	0.0	29.0	32.0	12.0	61.0	22.0	0.0	15.0	19.0	3.0	74.0	26.0	0.0
B0MHE6	-;	PF00623;PF05000;PF04983;PF04998;PF04997;	K03046;K13797;	K03046K13797	40.0	76.0	8.0	121.0	34.0	0.0	32.0	50.0	7.0	74.0	16.0	0.0	27.0	71.0	16.0	99.0	29.0	0.0	45.0	78.0	9.0	101.0	36.0	0.0
B0MHE8	-;		K02992;	K02992	13.0	15.0	14.0	58.0	12.0	4.0	8.0	9.0	12.0	51.0	11.0	2.0	13.0	13.0	20.0	45.0	16.0	0.0	15.0	16.0	16.0	66.0	10.0	4.0
B0MHE9	PF03144;	PF14492;PF03764;	K02355;K17912;	K02355	74.0	113.0	11.0	102.0	67.0	78.0	67.0	89.0	10.0	92.0	34.0	38.0	56.0	89.0	24.0	95.0	52.0	59.0	60.0	99.0	10.0	93.0	65.0	41.0
B0MHE0	-;	PF00497;	K02030;		0.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	2.0	1.0	0.0	1.0	2.0
B0MHE3	PF00466;	PF00466;	K02935;K02864;	K02864	6.0	11.0	5.0	17.0	9.0	6.0	5.0	9.0	3.0	11.0	1.0	2.0	8.0	10.0	8.0	12.0	8.0	3.0	6.0	9.0	5.0	13.0	7.0	2.0
F9URB0	-;		K03484;	K03484	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
P08839	-;	PF00391;PF02896;PF05524;	K02784;K03488;K11189;K08485;K11183;K02806;K08483;K11184;K05881;K02768;K11201;	K08483	17.0	19.0	3.0	20.0	24.0	31.0	14.0	16.0	2.0	13.0	21.0	11.0	26.0	21.0	6.0	22.0	30.0	19.0	15.0	18.0	2.0	16.0	28.0	17.0
Q88S52	-;		K01629;	K01629	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9URA6	PF01228;	PF02901;	K07540;K00656;K20038;K18427;	K00656	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P0ABN9	-;	PF03605;	K07792;	K07792	1.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
P0ABN5	-;	PF03605;	K07791;	K07791	2.0	2.0	0.0	7.0	6.0	4.0	2.0	2.0	0.0	2.0	5.0	1.0	0.0	2.0	0.0	7.0	4.0	3.0	2.0	1.0	0.0	5.0	6.0	1.0
P25397	-;		K16868;	K16868	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
P75691	-;		K00001;K00002;K07538;K18382;K18012;K13979;K19961;K12957;K06410;K13953;K21190;	K13979	0.0	4.0	0.0	0.0	2.0	2.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0
P0ABK9	-;	PF02335;	K03385;K10535;K04013;K15876;	K03385	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	6.0	0.0	0.0	0.0	1.0	2.0	0.0
P0ABK5	-;		K13034;K20032;K01738;K01580;K20553;K01697;K10357;	K01738	2.0	2.0	0.0	0.0	2.0	4.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	4.0	2.0	1.0	0.0	0.0	1.0	3.0
P0ABK2	-;	PF02322;PF01654;			2.0	1.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0
A0A1C7IF04_B0MIB1	PF02595;-;		K00865;K00865;	K00865K00865	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
F9UMP2_Q8G5E5	-;PF02361;	PF09512;PF02361;PF12370;PF00005;	K16785;K16783;K02008;K06307;K16787;K16786;K16785;K06295;K16783;K24040;K02008;K02007;K02006;	K24040	6.0	7.0	0.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P37387	-;	PF02653;PF00532;PF00005;	K10543;	K10543	29.0	46.0	21.0	26.0	31.0	27.0	22.0	32.0	22.0	26.0	28.0	19.0	21.0	29.0	42.0	30.0	32.0	31.0	21.0	35.0	21.0	23.0	34.0	17.0
P37388	PF13304;	PF02653;PF00532;PF00005;			2.0	5.0	0.0	2.0	1.0	0.0	2.0	5.0	0.0	2.0	0.0	1.0	4.0	10.0	0.0	4.0	2.0	0.0	1.0	4.0	0.0	2.0	1.0	0.0
F9URC7	-;				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9URC5	unclassified;				0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P75683	PF07690;	PF07690;			0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0
P0ABL3	-;				0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0M8Z2	-;		K10206;	K10206	2.0	2.0	1.0	2.0	5.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	1.0	1.0
B0M8Z4	PF03951;	PF00120;PF03951;	K01915;	K01915	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
B0M8Z5	PF01071;		K01955;K03802;K09181;K16181;	K01955	5.0	9.0	1.0	25.0	4.0	0.0	4.0	8.0	1.0	14.0	3.0	0.0	5.0	8.0	2.0	17.0	4.0	3.0	4.0	8.0	1.0	20.0	4.0	0.0
B0M8Z6	-;		K01956;K01955;	K01956	2.0	3.0	0.0	2.0	1.0	4.0	2.0	2.0	0.0	2.0	2.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	2.0	2.0	1.0
B0M8Z8	PF00004;		K12531;K12542;K12530;K12541;K11085;K06021;K11004;K18889;K02021;K13409;K20344;K06147;K12292;K20386;K06148;		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
B0M9B0	PF02368;	PF03009;	K01113;K01201;K01092;K01834;K01158;K01126;	K01126	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
P0ABQ4	-;	PF00186;	K00287;K13998;	K00287	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
P0ABQ2	-;		K08319;K00020;K00042;K18121;K19809;K19711;K08318;K04940;K19647;	K00042	1.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	3.0	1.0	2.0	2.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0
P0AC23	-;	PF01226;	K06212;	K06212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0M9B6	PF07949;	PF07949;			0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0ABQ0	-;		K21818;K06411;K21977;K13038;K01598;	K13038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0
B0MJC9	-;	PF13432;			0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P18200	-;	PF04608;	K01095;	K01095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MJD8	PF02625;		K00087;K07588;K07402;	K07402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0AC30	-;	PF02687;			0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0AC38	-;		K01679;K01744;	K01744	57.0	98.0	20.0	86.0	47.0	61.0	47.0	87.0	18.0	69.0	31.0	29.0	54.0	86.0	44.0	103.0	44.0	46.0	50.0	91.0	19.0	80.0	45.0	29.0
P0AC33	-;	PF05683;	K01676;	K01676	19.0	40.0	5.0	30.0	16.0	25.0	15.0	35.0	4.0	31.0	8.0	14.0	10.0	15.0	8.0	21.0	14.0	21.0	25.0	61.0	6.0	29.0	15.0	19.0
P0ABS1	-;	PF01258;			3.0	1.0	0.0	4.0	1.0	9.0	3.0	0.0	0.0	0.0	1.0	6.0	2.0	0.0	0.0	1.0	2.0	10.0	2.0	0.0	0.0	2.0	1.0	7.0
P0AC41	-;		K15710;K00234;K00278;	K00234	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	2.0	8.0	3.0	1.0
P0AC02	-;	PF07244;PF01011;PF04355;PF01103;			3.0	7.0	2.0	1.0	3.0	0.0	2.0	5.0	1.0	1.0	1.0	0.0	4.0	5.0	4.0	4.0	2.0	0.0	3.0	6.0	2.0	1.0	2.0	0.0
B0MJA7	PF00391;	PF00391;PF02896;PF05524;	K02784;K03488;K11189;K08485;K11183;K02806;K08483;K11184;K05881;K02768;K11201;	K08483	41.0	65.0	4.0	26.0	26.0	2.0	34.0	49.0	4.0	21.0	15.0	1.0	27.0	35.0	6.0	30.0	26.0	0.0	30.0	49.0	4.0	24.0	24.0	0.0
B0MJA8	-;	PF00381;			5.0	14.0	2.0	12.0	5.0	15.0	5.0	7.0	1.0	11.0	0.0	13.0	4.0	9.0	2.0	5.0	2.0	16.0	5.0	19.0	2.0	11.0	0.0	8.0
B0MJB0	PF00025;		K03665;	K03665	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0
B0MJB5	PF01228;		K07540;K23121;K00656;K20038;K18427;	K23121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MJB6	PF02302;		K02795;K11198;K02794;K11199;K02793;K11200;K02770;K02769;K02768;K11201;K11202;K11203;	K02770	1.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	5.0	1.0	1.0
P0ABP3	PF06808;	PF03606;			0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	3.0	0.0
P0AC13	-;		K18824;K01633;K18974;K00796;K00950;K13941;	K00796	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0ABP8	-;		K03784;	K03784	11.0	18.0	3.0	19.0	6.0	21.0	9.0	15.0	3.0	18.0	3.0	8.0	10.0	13.0	6.0	23.0	8.0	15.0	10.0	16.0	3.0	20.0	4.0	7.0
B0MJA5	-;	DUF2082;PF09855;	K07069;		0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0
B0MIV4	PF00571;	PF01769;PF00571;PF03448;	K04767;K05847;K02000;K03284;K03281;K06213;K15986;	K06213	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MIV5	-;	PF01522;	K16842;K15531;K13014;K01181;K11931;K18454;K14659;K00365;K01179;K01452;K01406;K21478;K01426;K22278;K01567;K21006;	K22278	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MJ75	PF08282;	PF00689;PF00702;PF00690;PF00122;	K01537;	K01537	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
B0MJ77	-;	PF00006;PF02874;	K02114;K02112;K02133;K17982;K00700;K09499;	K02133	16.0	24.0	3.0	13.0	26.0	12.0	17.0	23.0	3.0	13.0	15.0	7.0	10.0	17.0	8.0	13.0	12.0	14.0	15.0	22.0	3.0	12.0	25.0	7.0
